2000	1	122
2000	2	19
2000	3	7
2000	4	11
2000	5	9
2000	6	2
2000	7	5
2000	8	6
2000	9	4
2000	10	104
2000	11	110
2000	12	56
2001	1	67
2001	2	78
2001	3	42
2001	4	12
2001	5	5
2001	6	9
2001	7	5
2001	8	5
2001	9	14
2001	10	40
2001	11	52
2001	12	40
2002	1	127
2002	2	57
2002	3	34
2002	4	17
2002	5	20
2002	6	8
2002	7	18
2002	8	16
2002	9	16
2002	10	42
2002	11	25
2002	12	45
2003	1	51
2003	2	35
2003	3	33
2003	4	31
2003	5	12
2003	6	12
2003	7	9
2003	8	8
2003	9	18
2003	10	95
2003	11	224
2003	12	114
2004	1	53
2004	2	28
2004	3	35
2004	4	25
2004	5	21
2004	6	34
2004	7	31
2004	8	8
2004	9	54
2004	10	66
2004	11	64
2004	12	80
2005	1	123
2005	2	86
2005	3	95
2005	4	43
2005	5	40
2005	6	17
2005	7	14
2005	8	14
2005	9	25
2005	10	51
2005	11	59
2005	12	79
2006	1	92
2006	2	67
2006	3	71
2006	4	43
2006	5	19
2006	6	11
2006	7	9
2006	8	21
2006	9	36
2006	10	52
2006	11	55
2006	12	56
2007	1	99
2007	2	173
2007	3	87
2007	4	35
2007	5	38
2007	6	14
2007	7	27
2007	8	20
2007	9	24
2007	10	77
2007	11	84
2007	12	123
2008	1	129
2008	2	68
2008	3	92
2008	4	73
2008	5	23
2008	6	32
2008	7	24
2008	8	13
2008	9	39
2008	10	72
2008	11	112
2008	12	248
2009	1	125
2009	2	75
2009	3	47
2009	4	46
2009	5	57
2009	6	39
2009	7	676
2009	8	105
2009	9	99
2009	10	279
2009	11	154
2009	12	99
2010	1	47
2010	2	43
2010	3	41
2010	4	29
2010	5	27
2010	6	20
2010	7	24
2010	8	23
2010	9	49
2010	10	79
2010	11	102
2010	12	515
2011	1	344
2011	2	62
2011	3	50
2011	4	23
2011	5	24
2011	6	19
2011	7	24
2011	8	30
2011	9	39
2011	10	65
2011	11	81
2011	12	66
2012	1	65
2012	2	81
2012	3	51
2012	4	40
2012	5	25
2012	6	23
2012	7	22
2012	8	25
2012	9	27
2012	10	75
2012	11	81
2012	12	124
2013	1	190
2013	2	95
2013	3	89
2013	4	61
2013	5	29
2013	6	18
2013	7	18
2013	8	7
2013	9	37
2013	10	63
2013	11	43
2013	12	53
2014	1	73
2014	2	61
2014	3	58
2014	4	24
2014	5	19
2014	6	20
2014	7	9
2014	8	13
2014	9	26
2014	10	61
2014	11	57
2014	12	184
2015	1	128
2015	2	72
2015	3	88
2015	4	64
2015	5	29
2015	6	34
2015	7	19
2015	8	5
2015	9	43
2015	10	54
2015	11	53
2015	12	94
2016	1	123
2016	2	122
2016	3	167
2016	4	98
2016	5	36
2016	6	23
2016	7	26
2016	8	14
2016	9	33
2016	10	80
2016	11	58
2016	12	111
2017	1	155
2017	2	80
2017	3	48
2017	4	22
2017	5	20
2017	6	17
2017	7	18
2017	8	21
2017	9	27
2017	10	55
2017	11	84
2017	12	152
2018	1	552
2018	2	294
2018	3	162
2018	4	45
2018	5	18
2018	6	13
2018	7	13
2018	8	17
2018	9	30
2018	10	54
2018	11	56
2018	12	65
2019	1	202
2019	2	158
2019	3	79
2019	4	38
2019	5	27
2019	6	30
2019	7	24
2019	8	13
2019	9	30
2019	10	70
2019	11	147
2019	12	300
2020	1	165
2020	2	73
2020	3	103
2020	4	56
2020	5	13
