2011	30	0
2011	31	0
2011	32	0
2011	33	0
2011	34	0
2011	35	0
2011	36	0
2011	37	0
2011	38	0
2011	39	0
2011	40	0
2011	41	0
2011	42	2
2011	43	1
2011	44	0
2011	45	4
2011	46	3
2011	47	1
2011	48	1
2011	49	3
2011	50	4
2011	51	5
2011	52	10
2012	1	6
2012	2	7
2012	3	7
2012	4	13
2012	5	12
2012	6	11
2012	7	29
2012	8	15
2012	9	26
2012	10	19
2012	11	15
2012	12	8
2012	13	11
2012	14	8
2012	15	5
2012	16	5
2012	17	4
2012	18	1
2012	19	5
2012	20	1
2012	21	0
2012	22	0
2012	23	0
2012	24	0
2012	25	0
2012	26	0
2012	27	0
2012	28	0
2012	29	0
2012	30	0
2012	31	0
2012	32	0
2012	33	0
2012	34	0
2012	35	0
2012	36	0
2012	37	0
2012	38	0
2012	39	0
2012	40	2
2012	41	0
2012	42	0
2012	43	1
2012	44	2
2012	45	5
2012	46	3
2012	47	4
2012	48	2
2012	49	5
2012	50	13
2012	51	28
2012	52	47
2013	1	51
2013	2	43
2013	3	51
2013	4	38
2013	5	41
2013	6	38
2013	7	51
2013	8	49
2013	9	49
2013	10	46
2013	11	48
2013	12	35
2013	13	27
2013	14	26
2013	15	18
2013	16	20
2013	17	13
2013	18	4
2013	19	3
2013	20	1
2013	21	0
2013	22	0
2013	23	0
2013	24	0
2013	25	0
2013	26	0
2013	27	0
2013	28	0
2013	29	0
2013	30	0
2013	31	0
2013	32	0
2013	33	0
2013	34	0
2013	35	0
2013	36	0
2013	37	0
2013	38	0
2013	39	0
2013	40	1
2013	41	1
2013	42	3
2013	43	2
2013	44	3
2013	45	1
2013	46	1
2013	47	1
2013	48	3
2013	49	5
2013	50	3
2013	51	13
2013	52	17
2014	1	24
2014	2	21
2014	3	21
2014	4	34
2014	5	42
2014	6	52
2014	7	74
2014	8	67
2014	9	57
2014	10	61
2014	11	54
2014	12	52
2014	13	40
2014	14	26
2014	15	27
2014	16	12
2014	17	15
2014	18	13
2014	19	9
2014	20	5
2014	21	0
2014	22	0
2014	23	0
2014	24	0
2014	25	0
2014	26	0
2014	27	0
2014	28	0
2014	29	0
2014	30	0
2014	31	0
2014	32	0
2014	33	0
2014	34	0
2014	35	0
2014	36	0
2014	37	0
2014	38	0
2014	39	0
2014	40	1
2014	41	3
2014	42	1
2014	43	1
2014	44	0
2014	45	2
2014	46	2
2014	47	4
2014	48	11
2014	49	13
2014	50	40
2014	51	104
2014	52	128
2015	1	130
2015	2	121
2015	3	81
2015	4	70
2015	5	39
2015	6	32
2015	7	55
2015	8	53
2015	9	61
2015	10	33
2015	11	46
2015	12	45
2015	13	42
2015	14	33
2015	15	38
2015	16	34
2015	17	21
2015	18	12
2015	19	11
2015	20	3
2015	21	0
2015	22	0
2015	23	0
2015	24	0
2015	25	0
2015	26	0
2015	27	0
2015	28	0
2015	29	0
2015	30	0
2015	31	0
2015	32	0
2015	33	0
2015	34	0
2015	35	0
2015	36	0
2015	37	0
2015	38	0
2015	39	0
2015	40	2
2015	41	6
2015	42	2
2015	43	2
2015	44	0
2015	45	0
2015	46	2
2015	47	12
2015	48	7
2015	49	14
2015	50	14
2015	51	19
2015	52	45
2015	53	50
2016	1	64
2016	2	62
2016	3	90
2016	4	124
2016	5	150
2016	6	150
2016	7	164
2016	8	158
2016	9	169
2016	10	164
2016	11	176
2016	12	152
2016	13	154
2016	14	112
2016	15	69
2016	16	33
2016	17	20
2016	18	20
2016	19	17
2016	20	10
2016	21	0
2016	22	0
2016	23	0
2016	24	0
2016	25	0
2016	26	0
2016	27	0
2016	28	0
2016	29	0
2016	30	0
2016	31	0
2016	32	0
2016	33	0
2016	34	0
2016	35	0
2016	36	0
