2020	9	92
2020	8	74
2020	7	77
2020	6	81
2020	5	128
2020	4	97
2020	3	140
2020	2	250
2020	1	462
2019	52	567
2019	51	612
2019	50	653
2019	49	531
2019	48	397
2019	47	277
2019	46	130
2019	45	71
2019	44	41
2019	43	64
2019	42	21
2019	41	26
2019	40	3
2019	39	0
2019	38	0
2019	37	0
2019	36	0
2019	35	0
2019	34	0
2019	33	0
2019	32	0
2019	31	0
2019	30	0
2019	29	0
2019	28	0
2019	27	0
2019	26	0
2019	25	0
2019	24	0
2019	23	0
2019	22	0
2019	21	0
2019	20	12
2019	19	15
2019	18	22
2019	17	65
2019	16	48
2019	15	59
2019	14	79
2019	13	104
2019	12	113
2019	11	152
2019	10	151
2019	9	213
2019	8	420
2019	7	599
2019	6	692
2019	5	615
2019	4	608
2019	3	450
2019	2	465
2019	1	242
2018	52	190
2018	51	95
2018	50	77
2018	49	52
2018	48	38
2018	47	25
2018	46	20
2018	45	17
2018	44	7
2018	43	8
2018	42	2
2018	41	8
2018	40	4
2018	39	0
2018	38	0
2018	37	0
2018	36	0
2018	35	0
2018	34	0
2018	33	0
2018	32	0
2018	31	0
2018	30	0
2018	29	0
2018	28	0
2018	27	0
2018	26	0
2018	25	0
2018	24	0
2018	23	0
2018	22	0
2018	21	0
2018	20	7
2018	19	7
2018	18	14
2018	17	22
2018	16	48
2018	15	67
2018	14	206
2018	13	207
2018	12	248
2018	11	323
2018	10	281
2018	9	454
2018	8	588
2018	7	756
2018	6	578
2018	5	639
2018	4	757
2018	3	758
2018	2	598
2018	1	758
2017	52	421
2017	51	66
2017	50	144
2017	49	95
2017	48	64
2017	47	38
2017	46	28
2017	45	6
2017	44	5
2017	43	11
2017	42	5
2017	41	8
2017	40	0
2017	39	0
2017	38	0
2017	37	0
2017	36	0
2017	35	0
2017	34	0
2017	33	0
2017	32	0
2017	31	0
2017	30	0
2017	29	0
2017	28	0
2017	27	0
2017	26	0
2017	25	0
2017	24	0
2017	23	0
2017	22	0
2017	21	0
2017	20	3
2017	19	6
2017	18	7
2017	17	4
2017	16	5
2017	15	5
2017	14	4
2017	13	9
2017	12	3
2017	11	11
2017	10	30
2017	9	36
2017	8	40
2017	7	69
2017	6	82
2017	5	106
2017	4	107
2017	3	119
2017	2	135
2017	1	110
2016	52	109
2016	51	101
2016	50	45
2016	49	18
2016	48	17
2016	47	16
2016	46	0
2016	45	0
2016	44	0
2016	43	0
2016	42	0
2016	41	1
2016	40	0
2016	39	0
2016	38	0
2016	37	0
2016	36	0
2016	35	0
2016	34	0
2016	33	0
2016	32	0
2016	31	0
2016	30	0
2016	29	0
2016	28	0
2016	27	0
2016	26	0
2016	25	0
2016	24	0
2016	23	0
2016	22	0
2016	21	0
2016	20	15
2016	19	28
2016	18	28
2016	17	28
2016	16	45
2016	15	57
2016	14	92
2016	13	134
2016	12	212
2016	11	160
2016	10	152
2016	9	157
2016	8	157
2016	7	129
2016	6	82
2016	5	64
2016	4	88
2016	3	75
2016	2	48
2016	1	56
2015	53	38
2015	52	29
2015	51	10
2015	50	14
2015	49	8
2015	48	4
2015	47	7
2015	46	4
2015	45	1
2015	44	6
2015	43	0
2015	42	2
2015	41	9
2015	40	5
2015	39	0
2015	38	0
2015	37	0
2015	36	0
2015	35	0
2015	34	0
2015	33	0
2015	32	0
2015	31	0
2015	30	0
2015	29	0
2015	28	0
2015	27	0
2015	26	0
2015	25	0
2015	24	0
2015	23	0
2015	22	0
2015	21	0
2015	20	9
2015	19	15
2015	18	8
2015	17	12
2015	16	22
2015	15	31
2015	14	23
2015	13	52
2015	12	41
2015	11	42
2015	10	21
2015	9	20
2015	8	42
2015	7	44
2015	6	41
2015	5	56
2015	4	63
2015	3	94
2015	2	164
2015	1	0
2014	52	97
2014	51	184
2014	50	44
2014	49	33
2014	48	20
2014	47	7
2014	46	5
2014	45	7
2014	44	3
2014	43	6
2014	42	4
2014	41	0
2014	40	2
2014	39	0
2014	38	0
2014	37	0
2014	36	0
2014	35	0
2014	34	0
2014	33	0
2014	32	0
2014	31	0
2014	30	0
2014	29	0
2014	28	0
2014	27	0
2014	26	0
2014	25	0
2014	24	0
2014	23	0
2014	22	0
2014	21	0
2014	20	0
2014	19	5
2014	18	4
2014	17	11
2014	16	6
2014	15	15
2014	14	19
2014	13	0
2014	12	25
2014	11	40
2014	10	20
2014	9	60
2014	8	69
2014	7	79
2014	6	74
2014	5	45
2014	4	30
2014	3	0
2014	2	31
2014	1	25
2013	52	15
2013	51	19
2013	50	11
2013	49	3
2013	48	7
2013	47	0
2013	46	0
2013	45	4
2013	44	0
2013	43	0
2013	42	0
2013	41	0
2013	40	0
